A_id,A_statement,Best_B_id,Best_B_statement,cosine_similarity
A4010,BLIND BROOK-RYE MIDDLE SCHOOL 840 KING ST RYE BROOK,B405,Blind Brook High & Middle School 840 King Street Rye Brook,0.94996905
A2116,BEEKMAN SCHOOL 201 LIME RIDGE RD POUGHQUAG,B324,Beekman Elementary School Lime Ridge Road Poughquag,0.9499678
A2078,ALEXANDRIA CENTRAL HIGH SCHOOL 34 BOLTON AVE ALEXANDRIA BAY,B122,Alexandria Central Elem School 34 Bolton Ave Alexandria Bay,0.94991654
A3237,LA FAYETTE JUNIOR-SENIOR HIGH SCHOOL 3122 ROUTE 11N LAFAYETTE,B2396,Lafayette Central Jr-Sr High 3122 Route 11 La Fayette,0.94986236
A4122,MILTON SCHOOL 12 HEWLETT ST RYE,B2807,Milton School 12 Hewlett Avenue Rye,0.9498526
A1004,QUEENS TECHNICAL HIGH SCHOOL 37-02 47TH AVE LONG ISLAND CITY,B4149,Queens Vocational And Technical High School 3702 47th Ave Long Island City,0.9498177
A4781,SCHOOL 29 47 CROYDON RD YONKERS,B1301,Elementary School 29 47 Croydon Rd Yonkers,0.9498103
A3731,ROUSES POINT ELEMENTARY SCHOOL 80 MAPLE ST ROUSES POINT,B4312,Rouses Point Elem School 80 Maple St Rouses Point,0.949806
A3371,LYNDONVILLE ELEMENTARY SCHOOL PO BOX 540 LYNDONVILLE,B2563,Lyndonville Elementary School 25 Housel Ave Lyndonville,0.94977677
A273,HIGH SCHOOL FOR LAW ADVOCACY AND COMMUNITY JUSTICE 122 AMSTERDAM AVE NEW YORK,B1906,"High School For Law, Advocacy And Community Justice 122 Amsterdam Avenue Manhattan",0.94974405
A1687,PS 90 EDNA COHEN SCHOOL 2840 W 12TH ST BROOKLYN,B3833,P.S. 90 Edna Cohen School 2840 W 12th St Brooklyn,0.9497084
A3824,OWEN D YOUNG CENTRAL SCHOOL PO BOX 125 VAN HORNESVILLE,B3185,Owen D Young Central School 2316 Route 80 Van Hornesville,0.94969344
A2669,CENTRE AVENUE ELEMENTARY SCHOOL 55 CENTRE AVE EAST ROCKAWAY,B796,Centre Avenue Elem School 55 Centre Ave East Rockaway,0.94965255
A149,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS 411 PEARL ST NEW YORK,B2898,Murry Bergtraum High School For Business Careers 411 Pearl Street Manhattan,0.94955474
A2152,CATHERINE M MCNAMARA ELEMENTARY SCHOOL 7344 O'BRIEN RD BALDWINSVILLE,B2736,Mcnamara Elementary School Obrien Rd Baldwinsville,0.9494513
A780,URBAN ASSEMBLY SCHOOL FOR MUSIC AND ART 49 FLATBUSH AVE EXT BROOKLYN,B5053,Urban Assembly High School Of Music And Art 49 Flatbush Avenue Extension Brooklyn,0.9493946
A2364,BYRON-BERGEN JUNIOR/SENIOR HIGH SCHOOL 6917 W BERGEN RD BERGEN,B651,Byron Bergen Jr-Sr High School 6917 W Bergen Rd Bergen,0.94932353
A4787,BARACK OBAMA SCHOOL FOR SOCIAL JUSTICE 201 PALISADE AVE YONKERS,B270,Barack Obama School For Social Justice (Formerly Palisade Preparatory School) 190 N Broadway Yonkers,0.9492848
A3250,JOHN T WAUGH ELEMENTARY SCHOOL 100 HIGH ST ANGOLA,B2299,John T Waugh Elem School. 100 High St Angola,0.94925475
A3156,CAROLINE ELEMENTARY SCHOOL 2439 SLATERVILLE RD SLATERVILLE SPRINGS,B727,Caroline Elementary School 2439 Slaterville Rd Slatervle Spg,0.94923633
A2720,ALDEN TERRACE SCHOOL 1835 CENTRAL AVE VALLEY STREAM,B118,Alden Terrace Elem School 1835 N Central Ave Valley Stream,0.94917417
A3544,MORIAH JUNIOR-SENIOR HIGH SCHOOL 39 VIKING LN PORT HENRY,B2842,Moriah Jr-Sr High School 39 Viking Ln Port Henry,0.9491055
A903,SCHOOL OF INTEGRATED LEARNING (THE) 1224 PARK PL BROOKLYN,B4909,The School Of Integrated Learning 1224 Park Place Brooklyn,0.94910103
A77,BRIGHTER CHOICE CHARTER SCHOOL FOR GIRLS 250 CENTRAL AVE ALBANY,B471,Brighter Choice Charter For Girls 250 Central Ave. Albany,0.9489207
A3436,JEFFERSON ELEMENTARY SCHOOL 75 BAYLEY RD MASSENA,B2252,Jefferson Elementary School Bailey Road Massena,0.948801
A3279,LAWRENCE MIDDLE SCHOOL AT BROADWAY CAMPUS 195 BROADWAY LAWRENCE,B2429,Lawrence Middle School 195 Broadway Lawrence,0.9486885
A4580,WARRENSBURG JUNIOR-SENIOR HIGH SCHOOL 103 SCHROON RIVER RD WARRENSBURG,B5185,Warrensburg Jr-Sr High School 1 James Street Warrensburg,0.94862175
A444,PS 75 SCHOOL OF RESEARCH AND DISCOVERY 984 FAILE ST BRONX,B3825,P.S. 75 School Of Research And Discovery 984 Faile St Bronx,0.948519
A3093,GEORGE JUNIOR REPUBLIC SCHOOL 24 MCDONALD RD FREEVILLE,B4865,The George Jr Republic School 104 Mcdonald Road. Freeville,0.94840795
A394,UNIVERSITY HEIGHTS SECONDARY SCHOOL-BRONX COMMUNITY COLLEGE 701 ST ANNS AVE BRONX,B5040,University Heights Secondary School 701 St. Anns Ave Bronx,0.9483985
A4738,FRANKLIN EARLY CHILDHOOD CENTER 1180 HENRIETTA PL HEWLETT,B1502,Franklin Early Childhood Ctr 1180 Henrietta Pl Hewlett,0.9482959
A2647,EAST IRONDEQUOIT MIDDLE SCHOOL 155 DENSMORE RD ROCHESTER,B2140,Irondequoit High School 260 Cooper Rd Rochester,0.9482769
A3953,JOHN J DALY ELEMENTARY SCHOOL 36 ROCKWOOD AVE PORT WASHINGTON,B2285,John J Daly Elementary School 36 Rockwood Ave Port Washingtn,0.94813204
A2167,BARKER CENTRAL SCHOOL 1628 QUAKER RD BARKER,B277,Barker Jrsr High School 1628 Quaker Rd Barker,0.94805413
A126,SCHOOL FOR GLOBAL LEADERS 145 STANTON ST NEW YORK,B4415,School For Global Leaders 145 Stanton Street Manhattan,0.9479305
A4648,ONONDAGA ROAD ELEMENTARY SCHOOL 703 ONONDAGA RD SYRACUSE,B3127,Onondaga Road Elem School 703 Onondaga Rd S Syracuse,0.9479214
A3224,RJ O INTERMEDIATE SCHOOL 99 OLD DOCK RD KINGS PARK,B4242,Rjo Intermediate School 98 Old Dock Rd Kings Park,0.9478987
A4608,WATKINS GLEN CENTRAL HIGH SCHOOL 301 12TH ST WATKINS GLEN,B5216,Watkins Glen Central High Sch 301 12th Street Watkins Glen,0.94781613
A4772,ELLA FITZGERALD ACADEMY 77 PARK HILL AVE YONKERS,B1320,Ella Fitzgerald Academy (Formerly Scholastic Academy) 77 Park Hill Ave Yonkers,0.94776493
A3437,MADISON ELEMENTARY SCHOOL 25 OWL AVE MASSENA,B2615,Madison Elementary School Owl Street Massena,0.94775933
A53,MILLER HILL SCHOOL 8439 MILLER HILL RD AVERILL PARK,B2800,Miller Hill/Sand Lake Elementary School 8439 Miller Hill Rd Averill Park,0.9476028
A1455,TOWNSEND HARRIS HIGH SCHOOL 149-11 MELBOURNE AVE FLUSHING,B4982,Townsend Harris High School 149-11 Melbourne Ave Queens,0.94757783
A3104,FRANKLIN D ROOSEVELT SENIOR HIGH SCHOOL PO BOX 2032 HYDE PARK,B1500,Franklin D Roosevelt School Po Box 2032 Hyde Park,0.9475348
A562,PS 291 2195 ANDREWS AVE BRONX,B4109,Ps 536 1827 Archer Street Bronx,0.9474282
A2753,BENJAMIN COSOR ELEMENTARY SCHOOL PO BOX 123 FALLSBURG,B348,Benjamin Cosor Elem School Po Box Ah6d 53 Fallsburg,0.94742346
A3295,LEE ROAD SCHOOL 901 LEE RD WANTAGH,B2445,Lee Road Elementary School 901 Lee Road Wantagh,0.9473966
A4613,WAVERLY MIDDLE SCHOOL 1 FREDERICK ST WAVERLY,B5223,Waverly Jr-Sr High School 1 Frederick St Waverly,0.9473635
A1977,ZETA CHARTER SCHOOL - INWOOD 401 W 218TH ST NEW YORK,B5472,Zeta Charter School - Inwood 400 W 219th Street Bronx,0.9472922
A3429,BIRCH LANE ELEMENTARY SCHOOL 41 BIRCH LN MASSAPEQUA PARK,B390,Birch Lane Elementary School Birch Ln Massapequa Pk,0.94727796
A2855,GLOVERSVILLE MIDDLE SCHOOL PO BOX 593 GLOVERSVILLE,B1634,Gloversville Middle School 234 Lincoln Street Gloversville,0.94727
A3864,URIAH HILL SCHOOL 980 PEMART AVE PEEKSKILL,B5071,Uriah Hill Elementary School Pemart Ave Peekskill,0.9472676
A3530,EAST COLDENHAM ELEMENTARY SCHOOL 286  STATE RT 17K NEWBURGH,B1184,East Coldenham Elem School 286 State Route 17k # 290 Newburgh,0.9472015
A495,PS 58 459 E 176TH ST BRONX,B4109,Ps 536 1827 Archer Street Bronx,0.9471618
A1929,COMPASS CHARTER SCHOOL 300 ADELPHI-4TH FL BROOKLYN,B955,Compass Charter School 300 Adelphi St Brooklyn,0.9471211
A1098,PS 161 ARTHUR ASHE SCHOOL 101-33 124TH ST JAMAICA,B3576,P.S. 161 Arthur Ashe School 101-33  124 Street Jamaica,0.94708437
A3225,CHAMBERS SCHOOL 945 MORTON BLVD KINGSTON,B803,Chambers Elementary School 945 Morton Blvd Kingston,0.9470836
A3391,SAINT JOSEPH'S ELEMENTARY SCHOOL 99 ELM ST MALONE,B4661,St Joseph Elementary 111 Elm St Malone,0.94706327
A4239,FLORAL PARK MEMORIAL HIGH SCHOOL 210 LOCUST ST FLORAL PARK,B1439,Floral Park Mem High School 210 Locust St Floral Park,0.94705033
A4813,HAMILTON-FULTON-MONTGOMERY BOCES 2755 STATE HWY 67 JOHNSTOWN,B1764,Hamilton Fulton Montgomery Boces 2755 State Hwy 67 Johnstown,0.94686306
A2883,GREAT NECK SOUTH HIGH SCHOOL 341 LAKEVILLE RD GREAT NECK,B1687,Great Neck North High School 35 Polo Rd Great Neck,0.94684714
A1273,PS 6 CORPORAL ALLAN F KIVLEHAN SCHOOL 555 PAGE AVE STATEN ISLAND,B3816,P.S. 6 Corporal Allan F. Kivlehan School 555 Page Avenue Staten Island,0.9468376
A4127,F E BELLOWS ELEMENTARY SCHOOL 200 CARROLL AVE MAMARONECK,B1391,F. E. Bellows  School 200 Carroll Ave Mamaroneck,0.9468361
A2560,CORNING-PAINTED POST MIDDLE SCHOOL 35 VICTORY HWY PAINTED POST,B991,Corning-Painted Post Middle School 35 Victoria Highway Painted Post,0.94682884
A4072,RIVERSIDE SCHOOL 110 RIVERSIDE DR ROCKVILLE CENTRE,B4239,Riverside Elementary School 110 Riverside Dr Rockville Ctr,0.94678354
A297,BILINGUAL BICULTURAL SCHOOL (THE) 219 E 109TH ST NEW YORK,B4832,The Bilingual Bicultural School 219 East 109 Street Manhattan,0.9467734
A3261,JOHN A SCIOLE ELEMENTARY SCHOOL 86 ALYS DR E DEPEW,B2265,John A Sciole Elem School 86 Alys Dr E Depew,0.9467707
A3193,WARREN STREET SCHOOL 110 WARREN ST JOHNSTOWN,B5183,Warren Street Elementary Sch 110 Warren St Johnstown,0.94675374
A3618,NEW PALTZ SENIOR HIGH SCHOOL 196 MAIN ST NEW PALTZ,B2963,New Paltz Middle School 196 Main Street New Paltz,0.94662535
A3374,LYONS MIDDLE SCHOOL 10 CLYDE RD LYONS,B2567,Lyons Elementary School 98 William St Lyons,0.9466169
A2781,WASHINGTON STREET SCHOOL 760 WASHINGTON ST FRANKLIN SQUARE,B5200,Washington Street Elem School 760 Washington St Franklin Square,0.9465495
A2797,ROBERT H JACKSON ELEMENTARY SCHOOL 135 IVORY ST FREWSBURG,B4253,Robert H Jackson Elementary Ivory St Frewsburg,0.94650817
A2996,JAMES A FARLEY ELEMENTARY SCHOOL 140 RT 210 STONY POINT,B1410,Farley Elementary School 140 Central Dr Stony Point,0.9464979
A4590,ROUND HILL ELEMENTARY SCHOOL 1314 RT 208 WASHINGTONVILLE,B4311,Round Hill Elementary School 205 South St Washingtonvle,0.94646525
A1203,YOUNG WOMENS LEADERSHIP SCHOOL - ASTORIA 23-15 NEWTOWN AVE LONG ISLAND CITY,B5467,"Young Women'S Leadership School, Astoria 23-15 Newtown Avenue Queens",0.9464179
A3670,COLONIAL VILLAGE ELEMENTARY SCHOOL 1456 SAUNDERS STLMNT RD NIAGARA FALLS,B929,Colonial Village Elem School 1456 Saunders Settlement Rd Niagara Falls,0.94632536
A285,GLOBAL LEARNING COLLABORATIVE (THE) 145 W 84TH ST NEW YORK,B4866,The Global Learning Collaborative 145 West 84 Street Manhattan,0.9462085
A2533,OAKDALE-BOHEMIA MIDDLE SCHOOL 60 OAKDALE-BOHEMIA RD OAKDALE,B3089,Oakdale-Bohemia Rd Jr High Sch 60 Oakdale-Bohemia Rd Oakdale,0.9461924
A3988,MARGARET W CUYLER ELEMENTARY SCHOOL PO BOX 190 RED CREEK,B2679,Margaret W Cuyler Elementary School 6624 South St Red Creek,0.9460724
A3122,IROQUOIS INTERMEDIATE SCHOOL PO BOX  32 ELMA,B2141,Iroquois Intermediate School 2111 Girdle Road Elma,0.9460578
A2407,CARTHAGE ELEMENTARY SCHOOL 900 BEAVER LN CARTHAGE,B733,Carthage Elementary School Beaver Ln Carthage,0.94604695
A3169,ABRAHAM LINCOLN ELEMENTARY SCHOOL 301 FRONT ST JAMESTOWN,B2498,Lincoln Elementary School 301 Front St Jamestown,0.9459978
A4263,J D GEORGE ELEMENTARY SCHOOL PO BOX 108 VERONA,B2268,John D George Elementary Sch Po Box 108 Verona,0.9459903
A3891,EMERSON J DILLON MIDDLE SCHOOL 116 VOLNEY ST PHOENIX,B1094,Dillon Middle School 116 Volney St Phoenix,0.9459546
A3991,MILL ROAD-ELEMENTARY SCHOOL 9 MILL RD RED HOOK,B2792,Mill Road Elementary 9 Mill Road Red Hook,0.9459071
A4697,WHITE PLAINS MIDDLE SCHOOL 128 GRANDVIEW AVE WHITE PLAINS,B5323,White Plains Senior High School 550 North Street White Plains,0.945907
A3281,LE ROY JUNIOR-SENIOR HIGH SCHOOL 9300 SOUTH ST RD LE ROY,B2436,Le Roy Central Jr-Sr High Sch 9300 South St Rd Le Roy,0.9458047
A3192,PLEASANT AVENUE SCHOOL 235 PLEASANT AVE JOHNSTOWN,B4046,Pleasant Avenue Elementary Sch 235 Pleasant Ave Johnstown,0.94579864
A2229,BENJAMIN FRANKLIN ELEMENTARY SCHOOL 262 CONKLIN AVE BINGHAMTON,B349,Benjamin Franklin Elem School 262 Conklin Ave Binghamton,0.9456357
A2577,CARRIE E TOMPKINS SCHOOL 8 GERSTEIN ST CROTON ON HUDSON,B730,Carrie E. Tompkins Elementary School 8 Gerstein Street Croton-On-Hudson,0.94555974
A779,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE (THE) 283 ADAMS ST BROOKLYN,B4924,The Urban Assembly School For Law And Justice 283 Adams Street Brooklyn,0.94554186
A1826,CONEY ISLAND PREPARATORY PUBLIC CHARTER SCHOOL 626 SHEEPSHEAD BAY RD-5TH FL BROOKLYN,B961,Coney Island Prepartory Charter Middle School 501 West Avenue Brooklyn,0.9455004
A2961,GLENN H CURTISS MEMORIAL SCHOOL 8272 MAIN ST HAMMONDSPORT,B1625,Glenn H. Curtiss Elementary School 8272 Main Street Hammondsport,0.9454727
A3326,LIVERPOOL MIDDLE SCHOOL 720 SEVENTH ST LIVERPOOL,B2522,Liverpool High School 4338 Wetzel Rd Liverpool,0.9454404
A1589,RICHARD H HUNGERFORD SCHOOL (THE) 715 L OCEAN TERRACE STATEN ISLAND,B4900,The Richard H. Hungerford School 155 Tompkins Avenue Staten Island,0.9453187
A296,LEXINGTON ACADEMY (THE) 131 E 104TH ST NEW YORK,B4880,The Lexington Academy 131 E 104th St Manhattan,0.94521797
A2098,WILBUR H LYNCH LITERACY ACADEMY 55 BRANDT PL AMSTERDAM,B2560,Lynch Literacy Academy 55 Brandt Place Amsterdam,0.9451622
A2980,PARSONS MEMORIAL SCHOOL 200 HALSTEAD AVE HARRISON,B3949,Parsons Memorial Elementary School 200 Halstead Avenue Harrison,0.945131
A4276,SILVER CREEK MIDDLE SCHOOL 1 DICKINSON ST SILVER CREEK,B4505,Silver Creek Elementary School Dickinson Street Silver Creek,0.9450392
A2734,CHARLES F JOHNSON JR ELEMENTARY SCHOOL 715 PADEN ST ENDICOTT,B811,Charles F Johnson Elem School 715 Paden St Endicott,0.9450294
A4768,LAS HERMANAS MIRABAL COMMUNITY SCHOOL 195 MCLEAN AVE YONKERS,B2420,Las Hermanas Mirabal Community School (Formerly Elementary School 13) 195 Mclean Ave Yonkers,0.94501776
A2807,G RAY BODLEY HIGH SCHOOL 6 WILLIAM GILLARD DR FULTON,B434,Bodley High School 6 William Gillard Dr Fulton,0.94499594
A2542,DEAUVILLE GARDENS EAST ELEMENTARY SCHOOL 45 WALDO ST COPIAGUE,B1058,Deauville Gardens West Elem School 100 Deauville Blvd Copiague,0.9449819
A237,RIVER SCHOOL (THE) 425 E 35TH ST NEW YORK,B4902,The River School 425 East 35th Street Manhattan,0.94497156
A3520,OTISVILLE ELEMENTARY SCHOOL 2525 MT HOPE RD OTISVILLE,B3149,Otisville Elementary School School Street Otisville,0.9447593
A4211,MAPLE HILL JUNIOR/SENIOR HIGH SCHOOL 1477 S SCHODACK RD CASTLETON,B2666,Maple Hill High School 1216 Maple Hill Rd Castleton,0.94473654
A4258,SHERBURNE-EARLVILLE MIDDLE SCHOOL 13 SCHOOL ST SHERBURNE,B4489,Sherburne-Earlville Mshs 13 School St Sherburne,0.9447104
A88,JOHN V LINDSAY WILDCAT ACADEMY CHARTER SCHOOL 17 BATTERY PL NEW YORK,B2300,John V. Lindsay Wildcat Charter School 17 Battery Pl # 1fl New York,0.94470644
A4763,ROOSEVELT HIGH SCHOOL - EARLY COLLEGE STUDIES 631 TUCKAHOE RD YONKERS,B4300,Roosevelt High School 631 Tuckahoe Rd Yonkers,0.9446408
A2760,WOODWARD PARKWAY ELEMENTARY SCHOOL 95 WOODWARD PKY FARMINGDALE,B5414,Woodward Parkway Elem School 95 Woodward Pkwy Farmingdale,0.94460595
A4273,SIDNEY MIDDLE SCHOOL 13 PEARL ST E SIDNEY,B4502,Sidney High School 95 W Main St Sidney,0.9445849
A3336,LIVONIA MIDDLE/HIGH SCHOOL 2 BULLDOG BLVD LIVONIA,B2524,Livonia Middle-High School 2 Bull Dog Boulevard Livonia,0.94443643
A3196,JORDAN-ELBRIDGE HIGH SCHOOL 5721 HAMILTON RD JORDAN,B2306,Jordan Elbridge High School 5721 Hamilton Road Jordan,0.9443835
A1902,EAST HARLEM SCHOLARS ACADEMY CHARTER SCHOOL II 1573 MADISON AVE-RM 320 NEW YORK,B1194,East Harlem Scholars Academy Ii 1573 Madison Ave New York,0.9443401
A2621,DUANESBURG HIGH SCHOOL 163 SCHOOL DR DELANSON,B1143,Duanesburg Jr-Sr High School 136 School Rd Delanson,0.94427013
A600,PS 226 1950 SEDGWICK AVE BRONX,B4109,Ps 536 1827 Archer Street Bronx,0.9442668
A102,LOWER EAST SIDE PREPARATORY HIGH SCHOOL 145 STANTON ST-4TH FL NEW YORK,B2547,Lower East Side Preparatory High School 145 Stanton Street Manhattan,0.9441887
A1516,NEW YORK CITY ACADEMY FOR DISCOVERY 95-16 89TH AVE WOODHAVEN,B2972,New York City Academy For Discovery 95-16 89th Avenue Queens,0.94415224
A3575,MOUNT VERNON STEAM ACADEMY 350 GRAMATAN AVE MOUNT VERNON,B2901,Mv Steam Academy 350 Gramatan Avenue Mount Vernon,0.9440239
A3278,LAWRENCE ELEMENTARY SCHOOL AT BROADWAY CAMPUS 195 BROADWAY LAWRENCE,B2428,Lawrence Elementary School - Broadway #5 195 Broadway Lawrence,0.94399357
A4557,WALTON HIGH SCHOOL 47-49 STOCKTON AVE WALTON,B5173,Walton Jr. Sr. High School 47-49 Stockton Ave Walton,0.9437635
A3526,PINE TREE ELEMENTARY SCHOOL 156 PINE TREE RD MONROE,B4026,Pine Tree Elementary School Pine Tree Road Monroe,0.9437089
A361,JHS 143 ELEANOR ROOSEVELT 511 W 182ND ST NEW YORK,B2187,J.H.S. 143 Eleanor Roosevelt 511 W 182nd Street Manhattan,0.94357014
A263,YOUNG WOMEN'S LEADERSHIP SCHOOL 140 W 102ND ST NEW YORK,B5465,Young Women'S Leadership School Of Brooklun 223 Graham Avenue Brooklyn,0.9435378
A4105,ROSLYN HIGH SCHOOL 475 ROUND HILL RD ROSLYN HEIGHTS,B4309,Roslyn High School Roslyn Rd Roslyn Heights,0.9435169
A1515,QUEENS HIGH SCHOOL FOR INFORMATION RESEARCH AND TECHNOLOGY 8-21 BAY 25TH ST FAR ROCKAWAY,B4138,"Queens High School For Information, Research, And Technology 8-21 Bay 25 Street Queens",0.94349325
A3768,SCHOOL 4 3210 OCEANSIDE RD OCEANSIDE,B3099,Oceanside School No 4 3210 Oceanside Rd Oceanside,0.94345015
A1504,RICHMOND HILL HIGH SCHOOL 89-30 114TH ST RICHMOND HILL,B4218,Richmond Hill High School 89-30 114 Street Queens,0.9434321
A2053,GIFFEN MEMORIAL ELEMENTARY SCHOOL 274 S PEARL ST ALBANY,B1608,Giffen Elem Memorial School 274 S Pearl St Albany,0.943429
A4754,WILLIAM BOYCE THOMPSON SCHOOL 1061 N BROADWAY YONKERS,B5341,William Boyce Thompson School (Formerly The Foxfire School) 1061 N Broadway Yonkers,0.9434283
A4063,MONROE LOWER SCHOOL 164 ALEXANDER ST ROCHESTER,B2827,Monroe Middle School 164 Alexander St Rochester,0.94336987
A3147,MICHAEL F STOKES SCHOOL 101 OWL PL LEVITTOWN,B2767,Michael F Stokes Elem School 101 Owl Pl Levittown,0.9433652
A3418,MARION ELEMENTARY SCHOOL PO BOX 998 MARION,B2687,Marion Elementary School 3863 N Main St Marion,0.94336414
A3780,WASHINGTON WEST ELEMENTARY SCHOOL 1626 WASHINGTON ST OLEAN,B5202,Washington West Elem School 1626 Washington St Olean,0.9433584
A1197,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL 35-12 35TH AVE LONG ISLAND CITY,B1495,Frank Sinatra School Of The Arts High School 35-12 35th Avenue Queens,0.94335175
A3125,MARILLA PRIMARY SCHOOL PO BOX 32 MARILLA,B2685,Marilla Primary School 11683 Bullis Rd Marilla,0.9432684
A4751,ROBERT C DODSON SCHOOL 105 AVONDALE RD YONKERS,B1112,Dodson Intermediate School 105 Avondale Rd Yonkers,0.9432572
A2748,MINERVA DELAND SCHOOL 140 HULBURT RD FAIRPORT,B2812,Minerva Deland Jr High School 140 Hulburt Rd Fairport,0.9432233
A401,PS 25 BILINGUAL SCHOOL 811 E 149TH ST BRONX,B3269,P.S. 025 Bilingual School 811 East 149 Street Bronx,0.94309443
A4589,LITTLE BRITAIN ELEMENTARY SCHOOL 1160 LITTLE BRITAIN RD NEW WINDSOR,B2517,Little Britain Elem School 1160 Little Britain Road New Windsor,0.94309396
A1870,EXPLORE EXCEED CHARTER SCHOOL 443 ST MARKS AVE-RM 114 BROOKLYN,B1386,"Explore Charter School 655 Parkside Ave, 4th Floor Rm 416 Brooklyn",0.94303596
A390,CASTLE BRIDGE SCHOOL 560 W 169TH ST NEW YORK,B741,Castle Bridge School 560 West 169 Street Manhattan,0.9429822
A2014,EAST FLATBUSH ASCEND CHARTER SCHOOL (EFACS) 870 ALBANY AVE BROOKLYN,B1188,East Flatbush Ascend Charter School 870 Albany Avenue Brooklyn,0.9429414
A2976,W A OLMSTED ELEMENTARY SCHOOL PO BOX 147 HARPURSVILLE,B5150,W A Olmsted Elementary School 54 Main Street Harpursville,0.9429347
A239,STEPHEN T MATHER BUILDING ARTS AND CRAFTMANSHIP HIGH SCHOOL 439 W 49TH ST NEW YORK,B4748,Stephen T. Mather Building Arts & Craftsmanship High School 439 West 49th Street Manhattan,0.9429257
A2463,PORT DICKINSON ELEMENTARY SCHOOL 770 CHENANGO ST BINGHAMTON,B4059,Port Dickinson Elem School 770 Chenango St Binghamton,0.942807
A1576,PS 168 3050 WEBSTER AVE BRONX,B4113,Ps X469 3177 Webster Ave Bronx,0.94276065
A2183,ACADEMY STREET ELEMENTARY SCHOOL 150 ACADEMY ST BAYPORT,B64,Academy Street Elem School 150 Academy St Bayport,0.94272655
A1062,QUEENS HIGH SCHOOL OF TEACHING LIBERAL ARTS AND SCIENCES 74-20 COMMONWEALTH BLVD BELLEROSE,B4141,"Queens High School Of Teaching, Liberal Arts And The Sciences 74-20 Commonwealth Blvd Queens",0.9426737
A3297,SUMMIT LANE SCHOOL 4 SUMMIT LN LEVITTOWN,B4773,Summit Lane Elementary School Summit Ln Levittown,0.94264156
A3223,WILLIAM T ROGERS MIDDLE SCHOOL 97 OLD DOCK RD KINGS PARK,B4285,Rogers Middle School 97 Old Dock Rd Kings Park,0.9425519
A2068,CHARLES D'AMICO HIGH SCHOOL 302 EAST AVE ALBION,B808,Charles D'Amico Hs 302 East Ave Albion,0.9425444
A1885,KIPP NYC WASHINGTON HEIGHTS ACADEMY CHARTER SCHOOL 21 JUMEL PL-RM D109 NEW YORK,B2365,"Kipp Nyc Washington Heights Academy Charter School 586 West 177th Street, Fourth Floor New York",0.94250715
A4605,MEMORIAL PARK ELEMENTARY SCHOOL 145 E BACON ST WATERVILLE,B5213,Waterville-Memorial Parke Elem School 45 E Bacon St Waterville,0.9423919
A2918,SCOTT M ELLIS ELEMENTARY SCHOOL PO BOX 125 GREENVILLE,B4444,Scott M Ellis Elementary Sch Rr 32 Greenville,0.94237494
A286,URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS (THE) 145 W 84TH ST NEW YORK,B4923,The Urban Assembly School For Green Careers 145 West 84th Street Manhattan,0.9422119
A2626,SCHOOL 3 742 LAMPHERE ST DUNKIRK,B1273,Elementary School 03 Lamphere Street Dunkirk,0.9421931
A560,PS 209 313 E 183RD ST BRONX,B4109,Ps 536 1827 Archer Street Bronx,0.9421478
A1971,FORTE PREPARATORY ACADEMY CHARTER SCHOOL 51-35 REEDER ST-2ND FL ELMHURST,B1478,Forte Prep Academy Charter School 51-35 Reeder St Elmhurst,0.9421469
A3065,HONEOYE FALLS-LIMA SENIOR HIGH SCHOOL 83 EAST ST HONEOYE FALLS,B1983,Honeoye Falls Lima Sr High Sch 83 East St Honeoye Falls,0.9421062
A3766,SCHOOL 5 2440 N OCEANSIDE RD OCEANSIDE,B3099,Oceanside School No 4 3210 Oceanside Rd Oceanside,0.9420817
A1124,PS 36 SAINT ALBANS SCHOOL 187-01 FOCH BLVD SAINT ALBANS,B3301,P.S. 036 Saint Albans School 18701 Foch Blvd Saint Albans,0.94207567
A4339,SOUTHERN CAYUGA  7-12 SECONDARY SCHOOL 2384 RT 34B AURORA,B4581,Southern Cayuga Junior/High School 2384 Route 34b Aurora,0.94207335
A447,PS 107 1695 SEWARD AVE BRONX,B4109,Ps 536 1827 Archer Street Bronx,0.94202423
A1972,BRILLA VERITAS CHARTER SCHOOL 600 E 156TH ST BRONX,B475,Brilla Caritas Charter School 2336 Andrews Avenue N Bronx,0.9419972
A1362,PS 345 PATROLMAN ROBERT BOLDEN 111 BERRIMAN ST BROOKLYN,B3784,P.S. 345 Patrolman Robert Bolden 111 Berriman Street Brooklyn,0.94196117
A3259,VAN CORTLANDTVILLE SCHOOL 31002 MAIN ST-RT 6 MOHEGAN LAKE,B5106,Van Cortlandville Elementary School 3100 East Main Street Mohegan Lake,0.9419224
A377,PAULA HEDBAVNY SCHOOL 3761 10TH AVE NEW YORK,B3961,Paula Hedbavny School 421 W 219th St Manhattan,0.9418741
A4500,SMITH STREET ELEMENTARY SCHOOL 780 SMITH ST UNIONDALE,B4520,Smith Street Elem School 780 Smith St Uniondale,0.9418119
